,Title,Type,Price,Location,Bathrooms,Size,Purpose,Bedrooms,Property Added
646,Owner Built Prime Location 2 Unit 500 Yards Bungalow For Sale In DHA Phase 8,House,PKR15.75 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,8,2 weeks ago
647,BRAND NEW 666YDS BUNGALOW FOR SALE IN DHA PHASE 8 ZONE A,House,PKR32 Crore,"DHA Defence, Karachi, Sindh",6,666 Sq. Yd.,For Sale,7,4 days ago
648,BRAND NEW 1000 YARDS BUNGALOW FOR SALE IN DHA PHASE 6 KARACHI,House,PKR35 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,7,4 days ago
649,2000 Yards FARM HOUSE IN DHA CITY KARACHI,Farm House,PKR7 Crore,"DHA City Karachi, Karachi, Sindh",3,"2,000 Sq. Yd.",For Sale,3,2 hours ago
650,Get A 125 Square Yards House For sale In Bahria Town - Precinct 15,House,PKR1.2 Crore,"Bahria Town Karachi, Karachi, Sindh",4,125 Sq. Yd.,For Sale,4,4 days ago
651,Akbar Residency 3 Bed DD Flat,Flat,PKR1.76 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,4 days ago
652,Modern 4-Bedroom Bungalow with Basement in DHA Defence,House,PKR4.25 Crore,"DHA Defence, Karachi, Sindh",4,100 Sq. Yd.,For Sale,4,1 day ago
653,Brand New 6-Bedroom Bungalow With Basement And Swimming Pool,House,PKR18 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,1 day ago
654,Reserve A Centrally Located Flat In Grey Noor Tower & Shopping Mall,Flat,PKR1.05 Crore,"Scheme 33, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,2 days ago
655,Sale The Ideally Located Flat For An Incredible Price Of Pkr Rs. 13500000,Flat,PKR1.4 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,2 days ago
656,Ready To Buy A House 120 Square Yards In Gulistan-e-Jauhar - Block 15,House,PKR3.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 days ago
657,House For Sale Gulistan E Jauhar Block 15,House,PKR3.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 days ago
658,Ultra Modern Brand New Bungalow Available For Sale At Gulistan E Jauhar Block 12,House,PKR8.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,400 Sq. Yd.,For Sale,9,2 days ago
659,375 Square Yards Spacious House Is Available In Askari 5 - Sector J For sale,House,PKR8 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
660,Precinct 10A 200 Square Yards Villa Available For Sale At Good Location,House,PKR1.75 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
661,Prominently-Located House Available In Askari 5 - Sector J For sale,House,PKR8 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
662,In DOHS Phase 2 House For sale Sized 311 Square Yards,House,PKR7.1 Crore,"Cantt, Karachi, Sindh",4,311 Sq. Yd.,For Sale,4,3 hours ago
663,Affordable House Available For sale In DOHS Phase 2,House,PKR7.1 Crore,"Cantt, Karachi, Sindh",4,311 Sq. Yd.,For Sale,4,3 hours ago
664,Brand New Portion Available For Sale In Gulistan E Jauhar Block 14 On Booking,Upper Portion,PKR1.55 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,175 Sq. Yd.,For Sale,3,1 day ago
665,"JBR Residency, 612sq yds Apartment in Easy Monthly Installments",Flat,PKR48 Lakh,"Bahria Town Karachi, Karachi, Sindh",1,68 Sq. Yd.,For Sale,1,1 day ago
666,500 Square Yards House In Askari 5 - Sector G Best Option,House,PKR9.5 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,3 hours ago
667,Owner Built Well Planned 500 Yards Bungalow For Sale in DHA Phase 8 Karachi,House,PKR12.75 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,2 weeks ago
668,Army Housing Near Zamzama Park Owner Built 800 Yards Bungalow For Sale in DHA Phase 5 Karachi,House,PKR31.5 Crore,"DHA Defence, Karachi, Sindh",6,800 Sq. Yd.,For Sale,6,2 weeks ago
669,Experience the *SAWERA RAJ NOOR* Lifestyle. Plot No. C-2 Sawera Raj Noor Bath Island Clifton Karachi,Flat,PKR5.65 Crore,"Bath Island, Karachi, Sindh",4,229 Sq. Yd.,For Sale,3,2 weeks ago
670,1672 SQUARE FEET LUXURIOUS BRAND NEW APARTMENT SITUATED IN PROPERTY NO C3 MAUSMIYAT SUPARCO ROAD GULZAR E HIJRI SCHEME 33 KARACHI,Flat,PKR1.63 Crore,"Suparco Road, Karachi, Sindh",3,186 Sq. Yd.,For Sale,3,2 weeks ago
671,ONE OF A KIND COMFORTS OF A MODERN LIFESTYLE 666 Yards Bungalow For Sale in DHA Phase 8 Karachi,House,PKR32 Crore,"DHA Defence, Karachi, Sindh",6,666 Sq. Yd.,For Sale,7,2 weeks ago
672,Portion For Sale Gulshan Block 4 A,Upper Portion,PKR29 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,72 Sq. Yd.,For Sale,2,4 days ago
673,Flat Of 1600 Square Feet In Gulistan-e-Jauhar - Block 14 For sale,Flat,PKR2.35 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,4 days ago
674,Ideal Prime Location House For Sale In Sindh Baloch Housing Society,House,PKR7.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 days ago
675,Prime Location 120 Square Yards Spacious House Is Available In Sindh Baloch Housing Society For Sale,House,PKR3.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,4 days ago
676,BUNGALOW OFF BADAR FOR SALE,House,PKR10.25 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 days ago
677,"4 BEDROOM, 3914 Sq. Ft APARTMENT FOR SALE IN COM 3 CLIFTON",Flat,PKR8.5 Crore,"Clifton, Karachi, Sindh",4,435 Sq. Yd.,For Sale,4,1 day ago
678,Bungalow for sale,House,PKR28 Crore,"DHA Defence, Karachi, Sindh",6,800 Sq. Yd.,For Sale,8,3 hours ago
679,Heavenly Apartment For Sale Clifton Block 5,Flat,PKR5.4 Crore,"Clifton, Karachi, Sindh",4,267 Sq. Yd.,For Sale,3,1 hour ago
680,Bahria Town Precinct 12 Ali Block Grey Structure House For Sale,House,PKR1.05 Crore,"Bahria Town Karachi, Karachi, Sindh",5,125 Sq. Yd.,For Sale,4,59 minutes ago
681,This Is Your Chance To Buy House In Capital Cooperative Housing Society Karachi,House,PKR3.1 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 days ago
682,Defence 1000 Yards Bungalow For Sale Brand New Chance Deal,House,PKR22.5 Crore,"DHA Defence, Karachi, Sindh",10,"1,000 Sq. Yd.",For Sale,9,1 hour ago
683,House For Sale,House,PKR6.1 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,240 Sq. Yd.,For Sale,9,2 days ago
684,"JBR Residency, 730sq ft 2BED Apartment in Easy Monthly Installments - Asher Fountain Facing",House,PKR58 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,81 Sq. Yd.,For Sale,2,1 day ago
685,Affordable House For sale In DOHS Phase 2,House,PKR10 Crore,"Cantt, Karachi, Sindh",6,550 Sq. Yd.,For Sale,8,3 hours ago
686,"JBR Residency, 730 Sq Ft 2 BED Apartment Available In Easy Monthly",Flat,PKR58 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,81 Sq. Yd.,For Sale,2,1 day ago
687,"JBR Residency, 1212sq ft 3BED Apartment Available in easy monthly",Flat,PKR96.96 Lakh,"Bahria Town Karachi, Karachi, Sindh",4,135 Sq. Yd.,For Sale,3,1 day ago
688,"Ideal 550 Square Yards House Available In DOHS Phase 2, Karachi",House,PKR10 Crore,"Cantt, Karachi, Sindh",6,550 Sq. Yd.,For Sale,8,3 hours ago
689,Ideal House In Karachi Available For Rs. 82000000,House,PKR8.2 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
690,Unoccupied House Of 375 Square Yards Is Available For sale In Cantt,House,PKR8.2 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
691,House For Grabs In 375 Square Yards Karachi,House,PKR8.2 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
692,"Experience Luxury Living By The Sea: Stunning 1 Bed Sea Facing Apartment In Gold Crest Bay Sands At HMR Waterfront. A Project By Giga Group, A Renowned Developer Of Dubai And Islamabad",Flat,PKR3.15 Crore,PKR31.5 Lakh,PKR5.06 Lakh,56 Months,"DHA Defence, Karachi, Sindh",1,88 Sq. Yd.
693,Luxurious 3BDD Flat for Sale in SEC-J,Flat,PKR4.1 Crore,"Cantt, Karachi, Sindh",4,289 Sq. Yd.,For Sale,3,2 weeks ago
694,Brand New Brigadier House For Sale In Sec J Askari 5,House,PKR7.75 Crore,"Cantt, Karachi, Sindh",6,375 Sq. Yd.,For Sale,5,2 weeks ago
695,Prime Location House For Sale In Maniya Cooperative Housing Society,House,PKR11 Crore,PKR4.5 Crore,PKR50 Lakh,13 Months,"Jamshed Town, Karachi, Sindh",5,250 Sq. Yd.
696,450 Square Yards House For sale In The Perfect Location Of Gulistan-e-Jauhar - Block 14,House,PKR8.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,450 Sq. Yd.,For Sale,6,2 weeks ago
697,BUNGALOW OFF BADAR FOR SALE,House,PKR10.25 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 days ago
698,Brigadier House For Sale Askari-6,House,PKR7.8 Crore,"Cantt, Karachi, Sindh",4,375 Sq. Yd.,For Sale,4,4 days ago
699,Emaar Panorama 1 Bed + Lounge Flat For Urgent Sale,Flat,PKR4.6 Crore,"DHA Defence, Karachi, Sindh",2,122 Sq. Yd.,For Sale,1,5 days ago
700,Modern Luxury Apartments 2 Bed Sea Facing At AA Waterfront,Flat,PKR7.7 Crore,"DHA Defence, Karachi, Sindh",3,216 Sq. Yd.,For Sale,2,5 days ago
701,Modern Luxury Apartments Sea Facing 2 Bed At Gold Crest Bay Sands HMR Water Front,Flat,PKR5.41 Crore,"DHA Defence, Karachi, Sindh",3,227 Sq. Yd.,For Sale,2,5 days ago
702,DHA 500 YARD PHASE 8 BRAND NEW MODERN HOUSE FULL BASEMENT AND SWIMMING POOL BUNGALOW FOR SALE,House,PKR16 Crore,"DHA Defence, Karachi, Sindh",-,500 Sq. Yd.,For Sale,6,3 hours ago
703,3Bed DDL 200sq Yd Villa FOR SALE. Top Heighted Location Near. Murree Point BTK (Hill View),House,PKR1.6 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
704,This Is Your Chance To Buy House In Capital Cooperative Housing Society Karachi,House,PKR3.1 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 days ago
705,Defence 1000 Yards Bungalow For Sale Brand New Chance Deal,House,PKR22.5 Crore,"DHA Defence, Karachi, Sindh",10,"1,000 Sq. Yd.",For Sale,9,1 hour ago
706,House For Sale,House,PKR6.1 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,240 Sq. Yd.,For Sale,9,2 days ago
707,Brand New House Available For Sale,House,PKR1.95 Crore,"Gadap Town, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,2 days ago
708,BUNGALOW FOR SALE IN DHA PHASE 5,House,PKR24 Crore,"DHA Defence, Karachi, Sindh",-,"1,000 Sq. Yd.",For Sale,-,2 days ago
709,House For Grabs In 375 Square Yards Karachi,House,PKR8.2 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
710,Askari 5 - Sector J House Sized 375 Square Yards,House,PKR8.25 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
711,Get An Attractive House In Karachi Under Rs. 82500000,House,PKR8.25 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
712,375 Square Yards House For sale In Askari 5 - Sector J Karachi,House,PKR8.3 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
713,Ideal House Is Available For sale In Karachi,House,PKR8.25 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
714,House For sale Situated In Askari 5 - Sector J,House,PKR8.3 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
715,375 Square Yards House In Askari 5 - Sector J Is Available For sale,House,PKR8.35 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
716,375 Square Yards House For sale In Karachi,House,PKR8.35 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
717,Sawera 5 Sky Tower Luxurious Living Experience In The Heart Of Clifton Karachi Flat Is Available On Easy Installment,Flat,PKR7.7 Crore,"Clifton, Karachi, Sindh",4,430 Sq. Yd.,For Sale,4,2 weeks ago
718,Precinct-01 5 Bedrooms Villa Available For Sale,House,PKR3.27 Crore,"Bahria Town Karachi, Karachi, Sindh",5,272 Sq. Yd.,For Sale,5,2 weeks ago
719,Luxury 3 Beds Apartment Available For Sale In Defence View Society,Flat,PKR2.48 Crore,PKR24.83 Lakh,PKR4.66 Lakh,48 Months,"Defence View Society, Karachi, Sindh",3,189 Sq. Yd.
720,House Available For Sale In DHA Phase 6,House,PKR13.5 Crore,"DHA Defence, Karachi, Sindh",6,666 Sq. Yd.,For Sale,6,2 weeks ago
721,"Combining Elegance And Functionality, Our Architectural Design Concept Offers A Thoughtfully Designed 3 Bed Apartment.",Flat,PKR1.99 Crore,"Bahria Town Karachi, Karachi, Sindh",3,184 Sq. Yd.,For Sale,3,3 hours ago
722,Modern Luxury Apartments Sea Facing 2 Bed At Saima Tower HMR Water Front,Flat,PKR9.09 Crore,"DHA Defence, Karachi, Sindh",3,219 Sq. Yd.,For Sale,2,5 days ago
723,Modern Luxury Apartments Sea Facing 2 Bed At H1 Tower HMR Water Front,Flat,PKR9.93 Crore,"DHA Defence, Karachi, Sindh",3,253 Sq. Yd.,For Sale,2,5 days ago
724,Prime Location In Nazimabad 2 Upper Portion For sale Sized 120 Square Yards,Upper Portion,PKR1.2 Crore,"Nazimabad, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,5 days ago
725,Prime Location In Bahria Town - Precinct 1 272 Square Yards House For Sale,House,PKR3.35 Crore,"Bahria Town Karachi, Karachi, Sindh",5,272 Sq. Yd.,For Sale,5,5 days ago
726,427 Yards Near Park & Mosque Brigadier House For Sale,House,PKR9.5 Crore,"Cantt, Karachi, Sindh",6,427 Sq. Yd.,For Sale,5,5 days ago
727,Iqbal Villas 152sq yd Close to Entrance of BTK 3Bed One Unit Villas FOR SALE,House,PKR1.58 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,1 day ago
728,Get This Amazing 240 Square Yards House Available In Capital Cooperative Housing Society,House,PKR4.5 Crore,"Scheme 33, Karachi, Sindh",3,240 Sq. Yd.,For Sale,3,4 minutes ago
729,BUNGALOW FOR SALE IN DHA PHASE 5,House,PKR24 Crore,"DHA Defence, Karachi, Sindh",-,"1,000 Sq. Yd.",For Sale,-,2 days ago
730,APARTMENT FOR SALE ASKARI 5 SECTOR J MALIR CANT,Flat,PKR4.85 Crore,"Cantt, Karachi, Sindh",-,300 Sq. Yd.,For Sale,-,2 days ago
731,2 Bed Drawing Dining Apartment For Sale Investor Deal,Flat,PKR75 Lakh,"Scheme 33, Karachi, Sindh",2,94 Sq. Yd.,For Sale,2,2 days ago
732,HOUSE AVAILABLE FOR SALE CORNER GROUND + 1 WELL MAINTAINED (BACK SIDE OF ASHFAQ MEMORIAL HOSPITAL),House,PKR3.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,100 Sq. Yd.,For Sale,3,2 days ago
733,Brand New Apartment Is Available For Sale Ideal For Family Living Peaceful Location,Flat,PKR5.5 Crore,"Bath Island, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,2 days ago
734,Idyllic House Available In Askari 5 - Sector J For sale,House,PKR8.35 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
735,Get In Touch Now To Buy A House In Karachi,House,PKR8.35 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
736,375 Square Yards House For sale In Karachi,House,PKR8.2 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
737,375 Square Yards House For sale In Beautiful Askari 5 - Sector J,House,PKR8.3 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
738,Buy your ideal 375 Square Yards House in a prime location of Karachi,House,PKR8.25 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
739,This Is Your Chance To Buy House In Askari 5 - Sector J Karachi,House,PKR8.35 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
740,Get Your Dream House In Askari 5 - Sector J Karachi,House,PKR8.25 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
741,Get In Touch Now To Buy A 375 Square Yards House In Askari 5 - Sector J Karachi,House,PKR8.35 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
742,1000 YARDS BRAND NEW BEAUTIFUL BUNGALOW FOR SALE IN DHA PHASE 8,House,PKR35 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,2 weeks ago
743,Prestigious Location 125 Sq Yards Ali Block Villa Available For Sale,House,PKR1.2 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,2 weeks ago
744,Supreme Residences For A Modern Lifestyle . Experience The SAWERA RESIDENCY Lifestyle.,Flat,PKR3.73 Crore,"Frere Town, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,2 weeks ago
745,Ali Block House For Sale,House,PKR1.27 Crore,"Bahria Town Karachi, Karachi, Sindh",4,125 Sq. Yd.,For Sale,4,2 weeks ago
746,SEA VIEW APARTMENT SECOND FLOOR SF-2 AVAILABLE FOR SALE,Flat,PKR4 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 weeks ago
747,Bungalow For Sale 240 Yards Single Storey,House,PKR3.2 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,240 Sq. Yd.,For Sale,3,5 days ago
748,In North Nazimabad Block I G+2 House Available For Sale 200 Yards 2016 Construction,House,PKR6.4 Crore,"North Nazimabad, Karachi, Sindh",6,200 Sq. Yd.,For Sale,9,5 days ago
749,Clifton - Block 7 Brand New Apartment For Sale,Flat,PKR4.5 Crore,"Clifton, Karachi, Sindh",5,244 Sq. Yd.,For Sale,4,5 days ago
750,700 YARDS BUNGALOW SALE AT DHA PHASE 5,House,PKR13.75 Crore,"DHA Defence, Karachi, Sindh",5,700 Sq. Yd.,For Sale,5,5 days ago
751,1920 Square Feet Spacious Flat Available In Al-Murtaza Commercial Area For Sale,Flat,PKR4 Crore,"DHA Defence, Karachi, Sindh",3,213 Sq. Yd.,For Sale,3,5 days ago
752,Looking For A Flat In Gulistan-E-Jauhar Block 10 Karachi,Flat,PKR1.2 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,167 Sq. Yd.,For Sale,3,5 minutes ago
753,3 BED DD APARTMENT FOR SALE IN CLIFTON CREEK VIEW TOWER,Flat,PKR6 Crore,"Clifton, Karachi, Sindh",3,272 Sq. Yd.,For Sale,3,1 day ago
754,Brand New House Is Available For Sale Ideal For Family Living In Clifton,House,PKR19 Crore,"Clifton, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,2 days ago
755,Dynasty Brand New Apartment Is Available For Sale,Flat,PKR7.5 Crore,"Clifton, Karachi, Sindh",6,311 Sq. Yd.,For Sale,4,2 days ago
756,Sawera Grand Brand New Apartment Is Available For Sale Ideal For Family,Flat,PKR7.9 Crore,"Bath Island, Karachi, Sindh",5,333 Sq. Yd.,For Sale,4,2 days ago
757,House Is Available For Sale In Bathisland Ideal For Family Living,House,PKR9 Crore,"Bath Island, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 days ago
758,Well Maintained Apartment Is Available For Sale Ideal For Family Living Peaceful Location,Flat,PKR6.5 Crore,"Bath Island, Karachi, Sindh",4,244 Sq. Yd.,For Sale,3,2 days ago
759,House Available For Sale,House,PKR5.5 Crore,"Police Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,8,1 day ago
760,Book A 375 Square Yards House In Askari 5 - Sector J,House,PKR8.25 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
761,House For Sale Green Tips & Sweet Deals Dress Sustainably Save Smartly,House,PKR4.95 Crore,"Scheme 33, Karachi, Sindh",6,240 Sq. Yd.,For Sale,8,1 day ago
762,"Double The Space, Double The Luxury: Modern 8-Bedroom House In PhiliBhit, Karachi",House,PKR4.85 Crore,"Scheme 33, Karachi, Sindh",6,240 Sq. Yd.,For Sale,8,1 day ago
763,Prime Location 240 Square Yards Upper Portion In Only Rs. 37500000,Upper Portion,PKR3.75 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,240 Sq. Yd.,For Sale,3,1 day ago
764,"BOOK YOUR DREAM HOUSE IN DHA DEFENCE, KARACHI",Flat,PKR3.7 Crore,"DHA Defence, Karachi, Sindh",4,15 Sq. Yd.,For Sale,3,1 day ago
765,Askari 5 - Sector J Flat Sized 2741 Square Feet,Flat,PKR4 Crore,"Cantt, Karachi, Sindh",3,305 Sq. Yd.,For Sale,3,3 hours ago
766,A Palatial Residence For sale In Askari 5 Karachi,House,PKR8 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
767,2 Bedroom Apartment For Sale,Flat,PKR6.1 Crore,"DHA Defence, Karachi, Sindh",3,182 Sq. Yd.,For Sale,2,2 weeks ago
768,1000 Yards House Designed By Architect Ali Naqvi,House,PKR40 Crore,"DHA Defence, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,6,2 weeks ago
769,300 Yards Modren Architecture House For Sale,House,PKR12.5 Crore,"DHA Defence, Karachi, Sindh",5,300 Sq. Yd.,For Sale,5,2 weeks ago
770,1400 Square Feet Flat For sale Available In Gulistan-e-Jauhar,Flat,PKR1.8 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,3 weeks ago
771,New Era Sales & Marketing offer 03 Bedroom Apartment for Sale on (Urgent Basis) on (Investor Rate) in Sector J Askari 05 Malir Cantt Karachi,Flat,PKR3.7 Crore,"Cantt, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,3 weeks ago
772,Noman Heaven 3 Bed DD Flat Available For Sale,Flat,PKR1.95 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,161 Sq. Yd.,For Sale,3,5 days ago
773,This Is Your Chance To Buy Flat In Karachi,Flat,PKR4 Crore,"DHA Defence, Karachi, Sindh",3,213 Sq. Yd.,For Sale,3,5 days ago
774,Flat Sized 2576 Square Feet Is Available For Sale In Askari 5,Flat,PKR4.05 Crore,"Cantt, Karachi, Sindh",3,286 Sq. Yd.,For Sale,3,5 days ago
775,A Well Designed House Is Up For sale In An Ideal Location In Karachi,House,PKR7.8 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,5 days ago
776,160 Sq. yd. Brand new Bungalow available in Naya Nazimabad Block C.,House,PKR3.75 Crore,"Naya Nazimabad, Karachi, Sindh",4,160 Sq. Yd.,For Sale,4,5 days ago
777,3 BED DD APARTMENT FOR SALE IN CLIFTON BLOCK 7 CLIFTON MARINA,Flat,PKR4.1 Crore,"Clifton, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,1 day ago
778,4 BED D/D APARTMENT FOR SALE IN CLIFTON WEST WIND APARTMENTS,Flat,PKR5 Crore,"Clifton, Karachi, Sindh",4,356 Sq. Yd.,For Sale,4,1 day ago
779,Prime Location Flat For sale In Civil Lines,Flat,PKR17.5 Crore,"Civil Lines, Karachi, Sindh",6,667 Sq. Yd.,For Sale,4,2 days ago
780,Dha Duplex Available House,House,PKR6.15 Crore,"DHA Defence, Karachi, Sindh",4,250 Sq. Yd.,For Sale,4,2 days ago
781,In Bufferzone Sector 15-A/5 Of Karachi A 120 Square Yards House Is Available,House,PKR2.15 Crore,"North Karachi, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 days ago
782,Spacious House Is Available In Askari 5 For sale,House,PKR8.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 hours ago
783,Beautifully Constructed House Is Available For sale In Askari 5,House,PKR7.65 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,1 day ago
784,Premium 375 Square Yards House Is Available For sale In Karachi,House,PKR7.5 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,1 day ago
785,Highly-coveted 2600 Square Feet Flat Is Available In Askari 5 For sale,Flat,PKR3.7 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,1 day ago
786,Buy 2600 Square Feet Flat At Highly Affordable Price,Flat,PKR4 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,1 day ago
787,West Open Flat Of 2600 Square Feet Available For sale In Askari 5 - Sector E,Flat,PKR3.7 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,1 day ago
